KecamatanName,PrabowoHattaVotes,JokowiKallaVotes,TotalVotes
SUNGAIDURIAN,0,0,0
PULAULAUT KEPULAUAN,0,0,0
PULAULAUT UTARA,0,0,0
PULAULAUT SELATAN,0,0,0
ARANIO,0,0,0
MATARAMAN,0,0,0
PULAUSEBUKU,0,0,0
KELUMPANG TENGAH,0,0,0
BERUNTUNG BARU,0,0,0
MARTAPURA BARAT,0,0,0
SIMPANG EMPAT,0,0,0
KELUMPANG UTARA,0,0,0
PULAULAUT BARAT,0,0,0
KELUMPANG SELATAN,0,0,0
KARANG INTAN,0,0,0
PARAMASAN,0,0,0
TELAGA BAUNTUNG,0,0,0
GAMBUT,0,0,0
ALUH ALUH,0,0,0
KELUMPANG HULU,0,0,0
ASTAMBUL,0,0,0
KERTAK HANYAR,0,0,0
MARTAPURA TIMUR,0,0,0
WANARAYA,3375,4194,7569
PENGAROM,0,0,0
TABUNGANEN,3875,5014,8889
CERBON,1974,2622,4596
SUNGAI PINANG,0,0,0
BAKUMPAI,2544,2275,4819
SUNGAI TABUK,0,0,0
MARTAPURA,0,0,0
RANTAU BADAUH,3814,3621,7435
ALALAK,12862,12154,25016
MEKARSARI,3346,4559,7905
BARAMBAI,3780,3324,7104
TATAH MAKMUR,0,0,0
BINUANG,13102,4788,17890
KURIPAN,1529,1504,3033
BELAWANG,3197,3518,6715
ANJIR MUARA,5356,4948,10304
MARABAHAN,6232,4569,10801
TAPIN SELATAN,6637,3289,9926
TABUKAN,1730,2449,4179
BAKARANGAN,2476,1982,4458
MANDASTANA,3821,4160,7981
SALAM BABARIS,4325,2370,6695
CANDI LARAS UTARA,3611,4377,7988
TAMBAN,7260,7606,14866
ANJIR PASAR,4752,3874,8626
HATUNGUN,3103,2073,5176
LOKSADO,1037,3080,4117
LOKPAIKAT,2795,2538,5333
CANDI LARAS SELATAN,3196,2799,5995
SIMPUR,4801,2714,7515
SUNGAI RAYA,4945,3888,8833
JEJANGKIT,1443,1577,3020
KALUMPANG,1843,1363,3206
DAHA UTARA,7031,6792,13823
PIANI,1512,1693,3205
TAPIN TENGAH,5711,4398,10109
BUNGUR,3562,2748,6310
TAPIN UTARA,8151,4685,12836
PADANG BATUNG,5604,5159,10763
DAHA BARAT,917,2314,3231
ANGKINANG,5313,4034,9347
LABUAN AMAS SELATAN,8580,5780,14360
KANDANGAN,13147,9689,22836
DAHA SELATAN,6379,11190,17569
BATANG ALAI TIMUR,1434,1765,3199
LABUAN AMAS UTARA,7728,5283,13011
HANTAKAN,2496,3484,5980
PAMINGGIR,1837,1549,3386
BANJANG,4627,3585,8212
BARABAI,18714,9099,27813
HARUYAN,6318,4763,11081
DANAU PANGGANG,4883,3812,8695
TELAGA LANGSAT,0,0,0
BATU BENAWA,6293,4516,10809
BATANG ALAI UTARA,5279,4033,9312
BATANG ALAI SELATAN,8100,4989,13089
UPAU,1544,2309,3853
AMUNTAI TENGAH,14729,9945,24674
PUGAAN,2637,1011,3648
AMUNTAI UTARA,6442,3757,10199
JARO,3190,3559,6749
PANDAWAN,11537,5725,17262
SUNGAI PANDAN,7707,5087,12794
MUARA HARUS,1756,1352,3108
SUNGAI TABUKAN,3296,3084,6380
HAUR GADING,4157,3434,7591
LIMPASU,3305,2570,5875
KURANJI,0,0,0
BABIRIK,4556,3736,8292
TANTA,5384,4440,9824
MUARA UYA,5430,6476,11906
BINTANG ARA,2405,2383,4788
KARANG BINTANG,0,0,0
MURUNG PUDAK,14184,10608,24792
BANUA LAWAS,5834,3174,9008
KUSAN HILIR,0,0,0
HALONG,3664,5516,9180
AMUNTAI SELATAN,7944,5079,13023
SIMPANG EMPAT,0,0,0
AWAYAN,3408,3740,7148
TEBING TINGGI,790,2515,3305
LAMPIHONG,4063,4784,8847
TANJUNG,11263,6945,18208
HARUAI,7152,4678,11830
BANJARMASIN TIMUR,27192,28785,55977
SATUI,0,0,0
BATU LICIN,0,0,0
KELUA,8062,3468,11530
LANDASAN ULIN,14219,14957,29176
SUNGAI LOBAN,0,0,0
BANJARMASIN SELATAN,33609,38367,71976
ANGSANA,0,0,0
JUAI,4012,4586,8598
PARINGIN,4899,4127,9026
PARINGIN SELATAN,3761,2963,6724
KUSAN HULU,0,0,0
BANJARMASIN UTARA,36898,30095,66993
BATU SOPANG,3634,5421,9055
MANTEWE,0,0,0
CEMPAKA,7260,7468,14728
TANJUNG HARAPAN,1082,2123,3205
MUARA KOMAM,2245,3534,5779
BANJARBARU SELATAN,11819,10989,22808
BANJARMASIN BARAT,33862,35323,69185
BATU MANDI,4709,4684,9393
LIANG ANGGANG,7174,8927,16101
LIANG ANGGANG,7174,8927,16101
TANAH GROGOT,15253,14730,29983
LIANG ANGGANG,7174,8927,16101
TANAH GROGOT,15253,14730,29983
LONG IKIS,8516,11540,20056
SANGA SANGA,3581,5117,8698
BANJARBARU UTARA,13226,10850,24076
KUARO,6188,7001,13189
BANJARMASIN TENGAH,22261,24492,46753
BATU ENGAU,2344,4277,6621
KENOHAN,1359,3717,5076
MUARA MUNTAI,2260,5523,7783
MUARA JAWA,8006,9043,17049
MUARA JAWA,8006,9043,17049
MUARA SAMU,1072,1764,2836
MUARA JAWA,8006,9043,17049
MUARA SAMU,1072,1764,2836
TENGGARONG,23894,26298,50192
MUARA JAWA,8006,9043,17049
MUARA SAMU,1072,1764,2836
TENGGARONG,23894,26298,50192
PASIR BALENGKONG,5944,6821,12765
LONG KALI,4104,8227,12331
LONG KALI,4104,8227,12331
SAMBOJA,10818,18001,28819
LONG KALI,4104,8227,12331
SAMBOJA,10818,18001,28819
TENGGARONG SEBERANG,12390,20798,33188
LONG KALI,4104,8227,12331
SAMBOJA,10818,18001,28819
TENGGARONG SEBERANG,12390,20798,33188
MARANG KAYU,4917,8010,12927
LONG KALI,4104,8227,12331
SAMBOJA,10818,18001,28819
TENGGARONG SEBERANG,12390,20798,33188
MARANG KAYU,4917,8010,12927
KOTA BANGUN,5243,11149,16392
TABANG,1037,3669,4706
MUARA KAMAN,3958,13989,17947
KEMBANG JANGGUT,2608,7074,9682
TANJUNG REDEB,0,0,0
MUARA BADAK,6634,14631,21265
SEBULU,4766,13279,18045
LOA JANAN,10127,20410,30537
LOA JANAN,10127,20410,30537
ANGGANA,6453,9885,16338
LOA JANAN,10127,20410,30537
ANGGANA,6453,9885,16338
KELAY,0,0,0
LOA JANAN,10127,20410,30537
ANGGANA,6453,9885,16338
KELAY,0,0,0
MUARA WIS,1399,2930,4329
LOA JANAN,10127,20410,30537
ANGGANA,6453,9885,16338
KELAY,0,0,0
MUARA WIS,1399,2930,4329
BATU PUTIH,0,0,0
LOA JANAN,10127,20410,30537
ANGGANA,6453,9885,16338
KELAY,0,0,0
MUARA WIS,1399,2930,4329
BATU PUTIH,0,0,0
LOA KULU,8361,13980,22341
SAMBALIUNG,0,0,0
SAMBALIUNG,0,0,0
TANJUNG PALAS,2952,3393,6345
SEGAH,0,0,0
TELUK BAYUR,0,0,0
PULAU DERAWAN,0,0,0
GUNUNG TABUR,0,0,0
MARATUA,0,0,0
TABALAR,0,0,0
TALISAYAN,0,0,0
TALISAYAN,0,0,0
SEBATIK,0,0,0
TALISAYAN,0,0,0
SEBATIK,0,0,0
TULIN ONSOI,0,0,0
BUNYU,1840,3878,5718
TANJUNG PALAS TIMUR,956,3996,4952
TANJUNG SELOR,6831,11518,18349
TANJUNG PALAS TENGAH,1199,2318,3517
SEBATIK UTARA,0,0,0
SEKATAK,549,3510,4059
PESO ILIR,399,1219,1618
SEBATIK TENGAH,0,0,0
PESO,557,1486,2043
NUNUKAN,0,0,0
SEI MENGGARIS,0,0,0
MENTARANG,594,2021,2615
BIATAN,0,0,0
KAYAN SELATAN,196,1044,1240
SEBATIK TIMUR,0,0,0
SEBATIK BARAT,0,0,0
NUNUKAN SELATAN,0,0,0
SEMBAKUNG,0,0,0
BAHAU HULU,74,743,817
TANJUNG PALAS UTARA,1943,3129,5072
TANJUNG PALAS BARAT,658,1963,2621
MALINAU SELATAN HILIR,224,1093,1317
KRAYAN,0,0,0
LUMBIS OGONG,0,0,0
KAYAN HULU,537,1635,2172
SEBUKU,0,0,0
KRAYAN SELATAN,0,0,0
PUJUNGAN,242,624,866
MALINAU KOTA,2510,6540,9050
MALINAU SELATAN HULU,197,883,1080
MALINAU UTARA,1233,3676,4909
LUMBIS,0,0,0
LONG APARI,1436,867,2303
MENTARANG HULU,137,322,459
MOOK MANAAR BULATN,741,3798,4539
NYUATAN,417,3303,3720
SUNGAI TUBU,53,378,431
KAYAN HILIR,291,651,942
JEMPANG,1146,4916,6062
TERING,1183,4016,5199
LINGGANG BIGUNG,924,7210,8134
BENTIAN BESAR,175,1640,1815
MALINAU SELATAN,513,2710,3223
MALINAU BARAT,982,3293,4275
BARONG TONGKOK,2441,11156,13597
SUNGAI BOH,183,1140,1323
BONGAN,1004,4141,5145
PENYINGGAHAN,497,1147,1644
LONG HUBUNG,1346,2712,4058
MUARA PAHU,1084,3020,4104
LONG PAHANGAI,1047,1438,2485
DAMAI,923,4652,5575
KAUBUN,0,0,0
KALIORANG,0,0,0
MUARA ANCALONG,0,0,0
KOMBENG,1868,6182,8050
SEKOLAQ DARAT,658,5253,5911
SILUQ NGURAI,515,3043,3558
TELEN,1259,3747,5006
LONG BAGUN,1507,2183,3690
RANTAU PULUNG,1156,2853,4009
BUSANG,0,0,0
LONG IRAM,947,2687,3634
MELAK,2271,4324,6595
MUARA BENGKAL,0,0,0
BATU AMPAR,590,2059,2649
KARANGAN,1048,3023,4071
BENGALON,4468,10412,14880
PENAJAM,14285,18947,33232
SANGATTA SELATAN,0,0,0
MUARA LAWA,714,3098,3812
SEPAKU,0,0,0
LAHAM,185,1021,1206
SANDARAN,0,0,0
TELUK PANDAN,1256,4318,5574
LONG MESANGAT,0,0,0
SESAYAP HILIR,0,0,0
BALIKPAPAN TENGAH,20727,33164,53891
BABULU,6886,8711,15597
SANGATTA UTARA,18238,25507,43745
BALIKPAPAN BARAT,19297,25656,44953
WARU,3107,5074,8181
SANGKULIRANG,0,0,0
SUNGAI KUNJANG,25022,31464,56486
SAMARINDA UTARA,18311,27368,45679
SAMARINDA ULU,29889,35084,64973
PALARAN,10153,16772,26925
MUARA WAHAU,0,0,0
TANA LIA,0,0,0
BALIKPAPAN SELATAN,24352,34000,58352
BALIKPAPAN KOTA,18121,25741,43862
SUNGAI PINANG,18281,30327,48608
TARAKAN TIMUR,0,0,0
SESAYAP,0,0,0
SAMARINDA ILIR,14711,20159,34870
SAMARINDA KOTA,6906,11141,18047
TARAKAN BARAT,0,0,0
BALIKPAPAN UTARA,27254,39487,66741
BALIKPAPAN TIMUR,13322,19054,32376
LOA JANAN ILIR,10831,15602,26433
BETAYAU,0,0,0
TARAKAN UTARA,0,0,0
SANG TOMBOLANG,3113,2170,5283
PASSI BARAT,6907,1547,8454
LOLAYAN,8916,3691,12607
SAMARINDA SEBERANG,11054,15859,26913
POIGAR,5678,4073,9751
SAMBUTAN,10158,12544,22702
DUMOGA,3961,3455,7416
TARAKAN TENGAH,0,0,0
BONTANG UTARA,14615,21761,36376
TONDANO BARAT,5290,5546,10836
BOLAANG,6054,2695,8749
TOMBARIRI,5013,5281,10294
LOLAK,7309,6815,14124
TONDANO SELATAN,4410,5863,10273
BILALANG,2263,531,2794
DUMOGA TENGGARA,2872,1356,4228
DUMOGA TENGAH,3068,2680,5748
KAWANGKOAN UTARA,1769,3780,5549
LANGOWAN SELATAN,2492,2614,5106
BONTANG SELATAN,10537,21736,32273
BONTANG BARAT,5605,8615,14220
BOLAANG TIMUR,4188,1535,5723
PASSI TIMUR,3640,2829,6469
DUMOGA TIMUR,5470,5135,10605
DUMOGA BARAT,5346,2746,8092
TOMBULU,3466,6265,9731
TONDANO UTARA,3608,3168,6776
DUMOGA UTARA,4491,3112,7603
MANDOLANG,4809,6399,11208
LANGOWAN UTARA,2214,3310,5524
KAKAS BARAT,2291,3708,5999
PINELENG,7784,8964,16748
TOMBARIRI TIMUR,2649,3012,5661
KAWANGKOAN,2307,4212,6519
TONDANO TIMUR,3905,4837,8742
KAWANGKOAN BARAT,2303,3453,5756
LEMBEAN TIMUR,2283,2891,5174
TAHUNA BARAT,1011,2532,3543
ERIS,2804,3664,6468
LANGOWAN BARAT,4557,5724,10281
KOMBI,2854,4066,6920
TABUKAN SELATAN TENGAH,389,1182,1571
REMBOKEN,2764,4355,7119
KAKAS,3378,4131,7509
TABUKAN UTARA,6068,5400,11468
TOMPASO,1501,3459,4960
TABUKAN SELATAN TENGGARA,188,1131,1319
SONDER,4325,7545,11870
TAMAKO,2372,5660,8032
MANGANITU,1989,6634,8623
TABUKAN TENGAH,1961,4347,6308
LANGOWAN TIMUR,4131,3882,8013
TAHUNA TIMUR,3401,3754,7155
TOMPASO BARAT,2511,3020,5531
BEO UTARA,406,1911,2317
TABUKAN SELATAN,1177,2319,3496
TAHUNA,3446,5335,8781
MANGANITU SELATAN,1603,4340,5943
LIRUNG,1118,2571,3689
PULUTAN,230,1158,1388
KENDAHE,2113,1868,3981
RAINIS,912,2564,3476
GEMEH,651,2480,3131
KEPULAUAN MARORE,307,423,730
MELONGUANE TIMUR,220,1721,1941
TATOARENG,941,1454,2395
ESSANG SELATAN,412,1505,1917
KALONGAN,475,1498,1973
BEO SELATAN,383,1807,2190
MORONGE,372,2030,2402
TATAPAAN,2598,3157,5755
NUSA TABUKAN,1252,526,1778
MAESAAN,2394,3572,5966
MODOINDING,2776,4283,7059
AMURANG,4344,4914,9258
SALIBABU,490,3054,3544
MIANGAS,346,131,477
BEO,911,2199,3110
ESSANG,677,1274,1951
NANUSA,461,1759,2220
AMURANG BARAT,3898,5413,9311
DAMAU,684,2089,2773
MOTOLING BARAT,1890,2978,4868
MELONGUANE,1202,4950,6152
KABARUAN,1036,2326,3362
TUMPAAN,4318,5141,9459
KALAWAT,6755,9630,16385
MOTOLING TIMUR,1469,4055,5524
MOTOLING,2204,2558,4762
KUMELEMBUAI,1645,2712,4357
DIMEMBE,8125,6157,14282
TOMPASO BARU,3422,3503,6925
AMURANG TIMUR,3774,3937,7711
TARERAN,3388,4581,7969
SINONSAYANG,4754,4450,9204
TALAWAAN,5732,5356,11088
KEMA,4541,3985,8526
LIKUPANG SELATAN,1975,1280,3255
TENGA,5314,5611,10925
TOMBATU TIMUR,2330,3434,5764
KAUDITAN,7207,7276,14483
AIRMADIDI,7598,7397,14995
SULUUN TARERAN,2407,2442,4849
SILIAN RAYA,1609,1737,3346
TOULUAAN SELATAN,1568,1005,2573
RANOYAPO,3011,4201,7212
RATAHAN,3677,4341,8018
BINTAUNA,4309,3285,7594
TOMBATU UTARA,2404,2469,4873
WORI,5206,6171,11377
LIKUPANG BARAT,4195,6208,10403
PUSOMAEN,3375,2007,5382
LIKUPANG TIMUR,4026,7160,11186
BELANG,5547,3529,9076
MODAYAG,6265,4451,10716
BOLANGITANG BARAT,4352,3261,7613
TUTUYAN,3710,3102,6812
NUANGAN,5129,2603,7732
SANGKUB,2426,2806,5232
PASAN,1834,2815,4649
MODAYAG BARAT,3671,1475,5146
RATATOTOK,3762,3725,7487
PINOGALUMAN,3215,2675,5890
TOULUAAN,1914,1972,3886
RATAHAN TIMUR,2093,1957,4050
PINOLOSIAN,2984,2449,5433
BUNAKEN,4428,6979,11407
TOMBATU,2757,2446,5203
MAPANGET,10914,15891,26805
PAAL DUA,8885,14326,23211
SINGKIL,10854,14405,25259
POSIGADAN,5509,4442,9951
SARIO,5209,6556,11765
BOLAANG UKI,7350,4511,11861
PINOLOSIAN TIMUR,1804,2110,3914
BOLANGITANG TIMUR,3927,2998,6925
AERTEMBAGA,5372,9769,15141
WANEA,13200,17937,31137
KAIDIPANG,3943,2987,6930
KOTABUNAN,4148,2233,6381
WENANG,8481,10733,19214
PINOLOSIAN TENGAH,1977,983,2960
BUNAKEN KEPULAUAN,1232,2454,3686
MATUARI,6693,8791,15484
TOMOHON BARAT,4416,5000,9416
TOMOHON TIMUR,2929,3626,6555
TUMINITING,11647,15979,27626
LEMBEH SELATAN,1874,3465,5339
MALALAYANG,13513,19726,33239
LEMBEH UTARA,1601,3613,5214
TIKALA,6045,9586,15631
KOTAMOBAGU TIMUR,10392,4909,15301
MAESA,7912,10676,18588
RANOWULU,3990,5826,9816
KOTAMOBAGU SELATAN,11344,3986,15330
TOMOHON UTARA,7144,9131,16275
MADIDIR,6453,10788,17241
LUWUK UTARA,4198,4145,8343
GIRIAN,7739,7894,15633
BATUI,3211,5383,8594
KOTAMOBAGU BARAT,12375,7822,20197
BALANTAK UTARA,977,1198,2175
TOMOHON TENGAH,5233,6321,11554
KOTAMOBAGU UTARA,6292,1642,7934
TOMOHON SELATAN,6415,7323,13738
BALANTAK SELATAN,927,1666,2593
BATUI SELATAN,2206,5029,7235
MOILONG,4040,5870,9910
SIMPANG RAYA,2113,5189,7302
LOBU,831,1140,1971
BUALEMO,4768,4657,9425
KINTOM,2851,2988,5839
LUWUK SELATAN,6049,4642,10691
TOILI BARAT,3782,8036,11818
LUWUK TIMUR,2897,3074,5971
BALANTAK,994,1976,2970
BUNTA,3780,5760,9540
POSO KOTA,5639,4119,9758
NUHON,3357,5721,9078
PAGIMANA,6135,6068,12203
TOILI,6297,11298,17595
MANTOH,1062,2456,3518
LUWUK,8336,8283,16619
LORE PIORE,1005,991,1996
LORE TIMUR,1027,1880,2907
LORE TENGAH,1442,1001,2443
PAMONA BARAT,1656,3432,5088
LAMALA,1348,2169,3517
PAMONA TENGGARA,1739,2196,3935
NAMBO,2615,2102,4717
POSO PESISIR UTARA,3212,4812,8024
MASAMA,2108,4426,6534
POSO PESISIR SELATAN,2954,2473,5427
PAMONA UTARA,2309,5575,7884
POSO KOTA SELATAN,2442,2337,4779
POSO KOTA UTARA,3460,2365,5825
PAMONA SELATAN,4603,5603,10206
LORE BARAT,861,914,1775
LORE SELATAN,1903,1630,3533
LAGE,4840,5829,10669
PAMONA PUSELEMBA,3703,7022,10725
SINDUE TOBATA,1468,2834,4302
BANAWA SELATAN,4895,6430,11325
BANAWA TENGAH,3514,1943,5457
LORE UTARA,2918,3114,6032
SIRENJA,3594,6270,9864
PAMONA TIMUR,2504,3762,6266
DOMPELAS SOJOL,5332,9500,14832
POSO PESISIR,4934,4908,9842
SOJOL UTARA,892,3644,4536
BALAESANG,4402,6222,10624
BAOLAN,13482,16963,30445
BANAWA,8770,7968,16738
TANANTOVEA,4413,4116,8529
RIO PAKAVA,3096,6738,9834
GALANG,5591,10835,16426
PANEMBANI,1966,1644,3610
SINDUE,6339,3985,10324
DONDO,3103,7446,10549
SINDUE TOMBUSABORA,2319,2904,5223
SOJOL,2447,8855,11302
BUKAL,2734,4507,7241
LABUAN,3625,3340,6965
DAMPAL UTARA,2217,3988,6205
OGODEIDE,1859,4234,6093
LAMPASIO,1585,4508,6093
KARAMAT,2088,2366,4454
BUNOBOGU,2210,2292,4502
BASIDONDO,1293,3714,5007
DAKO PEMEAN,1933,2672,4605
DAMPAL SELATAN,1504,9285,10789
BALAESANG TANJUNG,2057,3228,5285
PETASIA TIMUR,0,0,0
TILOAN,2198,2887,5085
BOKAT,3384,3448,6832
GADUNG,2652,2612,5264
MOMUNU,3509,3807,7316
BIAU,6794,6129,12923
BUNGKU BARAT,0,0,0
BAHODOPI,0,0,0
PALELEH BARAT,1414,1613,3027
BUNGKU PESISIR,0,0,0
BUMI RAYA,0,0,0
PALELEH,3232,2863,6095
MAMOSALATO,0,0,0
BUNGKU TIMUR,0,0,0
SOYO JAYA,0,0,0
LEMBO RAYA,0,0,0
MENUI KEPULAUAN,0,0,0
PETASIA BARAT,0,0,0
WITA PONDA,0,0,0
BUNGKU SELATAN,0,0,0
LAKEA,1987,2815,4802
MORIS ATAS,0,0,0
BUKO SELATAN,0,0,0
MORI UTARA,0,0,0
BANGGAI SELATAN,0,0,0
TOTIKUM SELATAN,0,0,0
PETASIA,0,0,0
BOKAN KEPULAUAN,0,0,0
LEMBO,0,0,0
BULAGI,0,0,0
BULAGI UTARA,0,0,0
PELING TENGAH,0,0,0
LIANG,0,0,0
BUNGKU UTARA,0,0,0
TINANGKUNG SELATAN,0,0,0
BUNGKU TENGAH,0,0,0
BANGGAI TENGAH,0,0,0
LABOBO,0,0,0
BUKO,0,0,0
BANGGAI UTARA,0,0,0
TINANGKUNG,0,0,0
TOTIKUM,0,0,0
BULAGI SELATAN,0,0,0
PARIGI,5326,8578,13904
BALINGGI,4046,5640,9686
PALASA,4965,6917,11882
BOLANO,4159,4182,8341
BANGKURUNG,0,0,0
PARIGI BARAT,1979,1950,3929
BANGGAI,0,0,0
TINANGKUNG UTARA,0,0,0
PARIGI TENGAH,2295,2003,4298
TORIBULU,2986,5023,8009
TAOPA,3065,3621,6686
TORUE,3278,6913,10191
SINIU,2721,2241,4962
BOLANO LAMBUNU,4409,6417,10826
TOMINI,4855,3806,8661
TINOMBO,7819,8262,16081
SAUSU,4229,6868,11097
AMPIBABO,5360,5245,10605
PARIGI UTARA,2071,1137,3208
PARIGI SELATAN,3900,7377,11277
ONGKA MALINO,4692,5307,9999
MEPANGA,6782,7486,14268
TANAMBULAVA,2875,1710,4585
DOLO BARAT,5141,2050,7191
GUMBASA,3969,2836,6805
MOUTONG,4963,5606,10569
KULAWI,4279,3984,8263
TINOMBO SELATAN,5464,6925,12389
DOLO SELATAN,5592,1939,7531
MARAWOLA BARAT,1710,2688,4398
LINDU,1171,1620,2791
KASIMBAR,4154,6826,10980
TATANGA,12550,9089,21639
PALU SELATAN,16249,16945,33194
NOKILALAKI,1285,1535,2820
KINOVARO,4045,2029,6074
PIPIKORO,2480,2625,5105
PALU TIMUR,12434,11883,24317
MARAWOLA,8318,3991,12309
SIGI BIROMARU,15899,8366,24265
DOLO,8345,3524,11869
PALU UTARA,5622,5009,10631
MANTIKULORE,17397,14280,31677
BENTENG,3631,6539,10170
PASILAMBENA,1884,1536,3420
PALOLO,6774,8908,15682
KULAWI SELATAN,1922,2758,4680
TAWAELI,5714,5013,10727
PALU BARAT,11274,13643,24917
PASIMASUNGGU TIMUR,1672,1854,3526
BONTOMANAI,2655,4820,7475
KINDANG,4160,10722,14882
BONTOSIKUYU,2825,5228,8053
BONTOHARU,2678,4257,6935
ULUJADI,9504,5899,15403
BONTO TIRO,2837,9824,12661
PASIMASUNGGU,1962,1822,3784
RILAUALE,4529,15787,20316
BISSAPPU,6908,9192,16100
UJUNGLOE,5202,14366,19568
BUKI,1647,2092,3739
BONTOMATENE,2857,4583,7440
ULUERE,1946,3413,5359
TAKA BONERATE,3095,2617,5712
PASIMARANNU,2434,2195,4629
UJUNG BULU,7224,15716,22940
BONTO BAHARI,2094,9419,11513
BANTAENG,8860,9834,18694
PAJUKUKANG,6618,6401,13019
TOMPO BULU,3287,7684,10971
KAJANG,5785,16607,22392
BANGKALA BARAT,4761,7620,12381
BULUKUMPA,6264,20696,26960
GANTARANG,11986,24716,36702
BATANG,6721,2840,9561
KELARA,7132,4960,12092
TURATEA,7698,6708,14406
HERLANG,2889,9719,12608
GANTARANG KEKE,2392,5280,7672
ARUNGKEKE,6794,2857,9651
MAPPAKASUNGGU,1840,6141,7981
GALESONG UTARA,6253,14474,20727
EREMERASA,3516,4623,8139
SINOA,2876,3228,6104
BONTORAMBA,8075,8828,16903
BANGKALA,10648,16105,26753
TAMALATEA,9203,9797,19000
TAROWANG,6200,5059,11259
PARIGI,2045,5618,7663
SANROBONE,2328,4896,7224
RUMBIA,4503,8295,12798
BINAMU,14087,11962,26049
MANGARABOMBANG,6477,12530,19007
POLOMBANGKENG SELATAN,5404,10273,15677
TOMBOLOPAO,4535,9677,14212
POLOMBANGKENG UTARA,11400,15637,27037
BONTOLEMPANGANG,2717,5819,8536
GALESONG SELATAN,4320,9026,13346
PATTALLASSANG,7362,11921,19283
TINGGIMONCONG,3829,9074,12903
PALANGGA,19477,35741,55218
GALESONG,5914,13578,19492
BUNGAYA,2469,6283,8752
TOMPOBULLU,5216,11485,16701
PATTALASANG,3730,9667,13397
BONTONOMPO,11232,13790,25022
SINJAI UTARA,8055,13050,21105
MANUJU,3165,5147,8312
SOMBA UPU,23272,42938,66210
BAROMBONG,6855,13887,20742
BONTONOMPO SELATAN,6763,10815,17578
PARANGLOE,2983,6524,9507
BIRINGBULU,7248,12643,19891
TELLU LIMPOE,5916,10632,16548
SINJAI BARAT,4560,6997,11557
BAJENG BARAT,4873,9911,14784
DUA BOCCOE,2011,14928,16939
BONTOMARANNU,6480,10945,17425
AJANGALE,1722,13045,14767
BAJENG,14734,21661,36395
AWANGPONE,1104,15895,16999
SINJAI BORONG,3019,4694,7713
BULUPODDO,3230,5534,8764
TANETE RIATTANG,4234,21627,25861
SINJAI  SELATAN,6443,12670,19113
TELLU SIATTINGE,2065,19366,21431
BONTOCANI,1630,6827,8457
PALAKKA,1891,10641,12532
SINJAI TIMUR,4904,9715,14619
SINJAI TENGAH,4967,8662,13629
PULAU SEMBILAN,948,2321,3269
TANETE RIATTANG TIMUR,2321,18770,21091
AMALI,1517,10926,12443
TANETE RIATTANG BARAT,3384,18438,21822
TELLULIMPOE,1033,7185,8218
CENRANA,939,12692,13631
KAJUARA,4609,12523,17132
BENGO,1468,12699,14167
KAHU,3507,16801,20308
LIBURENG,2307,14427,16734
LAMURU,1112,11772,12884
TONRA,1034,5924,6958
ULAWENG,2733,11948,14681
PATIMPENG,1568,6522,8090
LAPPARIAJA,1454,12647,14101
MALLLAWA,1724,4939,6663
MANDAI,6516,12687,19203
MONCONG LOE,2903,6345,9248
TOMPOBULU,1699,4984,6683
CENRANA,1464,5984,7448
CINA,1861,12503,14364
BAREBBO,1546,13343,14889
SALOMEKKO,1598,5623,7221
MARE,2586,10283,12869
CAMBA,1240,6293,7533
SIBULUE,1776,15784,17560
PONRE,803,6627,7430
LAU,3391,10260,13651
BANTIMURUNG,3748,12132,15880
SEGERI,1824,8432,10256
BONTOA,2691,12089,14780
PANGKAJENE,6350,16761,23111
MARUSU,4421,10634,15055
SIMBANG,4057,7646,11703
LIUKANG TUPABBIRING UTARA,1050,5677,6727
LIUKANG KALMAS,1804,4528,6332
TANRALILI,5100,6885,11985
TURIKALE,5473,15994,21467
TONDONG TALLASA,1103,4119,5222
MANDALLE,1811,4726,6537
LABAKKANG,7813,14953,22766
TANETE RILAU,2818,15753,18571
TANETE RIAJA,1604,10629,12233
LIUKANG TANGAYA,2770,6494,9264
MAROS BARU,2764,9847,12611
BUNGORO,7841,13878,21719
MINASA TENE,5843,12337,18180
MALLUSETASI,1780,12656,14436
BALOCCI,2532,5889,8421
BARRU,3412,18125,21537
LIUKANG TUPABBIRING,1435,7786,9221
MARANG,5292,10618,15910
SOPPENG RIAJA,1715,8056,9771
MARIORIAWA,2137,14539,16676
LILIRILAU,3447,18838,22285
LALABATA,4379,21783,26162
BALUSU,1184,9051,10235
PUJANANTING,1277,4821,6098
BOLA,0,0,0
MARIORIWAWO,3769,20457,24226
SABANGPARU,0,0,0
MAJAULENG,0,0,0
BELAWA,0,0,0
LILIRIAJA,2374,12899,15273
PITUMPANUA,0,0,0
GILIRENG,0,0,0
TANASITOLO,0,0,0
TEMPE,0,0,0
KEERA,0,0,0
DONRI DONRI,1489,12046,13535
CITTA,974,3268,4242
GANRA,1076,5729,6805
PANCA LAUTANG,1099,8889,9988
MANIANGPAJO,0,0,0
KULO,1409,5153,6562
TAKKALALLA,0,0,0
TELLU LIMPOE,3115,10380,13495
PITU RIAWA,2923,11684,14607
PENRANG,0,0,0
DUA PITUE,2774,12804,15578
SAJOANGING,0,0,0
BATU LAPPA,1334,3920,5254
PAMMANA,0,0,0
CEMPA,1855,7360,9215
LEMBANG,0,0,0
MATIRRO SOMPE,2730,11963,14693
